I0,I1
4991,4735
4918,4657
4844,4578
4766,4499
4678,4420
4597,4341
4512,4261
4437,4182
4361,4102
4283,4023
4199,3943
4132,3864
4054,3784
3975,3705
3902,3626
3819,3547
3725,3469
3659,3390
3585,3312
3511,3235
3435,3157
3352,3080
3283,3004
3210,2928
3137,2853
3063,2778
2985,2703
2905,2630
2833,2557
2758,2484
2681,2413
2604,2342
2516,2272
2451,2202
2379,2134
2307,2066
2238,1999
2159,1933
2093,1868
2025,1804
1926,1741
1861,1680
1797,1619
1726,1559
1661,1500
1608,1443
1549,1386
1490,1331
1430,1277
1364,1224
1310,1173
1260,1123
1204,1074
1153,1026
1096,980
1041,935
979,892
931,850
875,809
831,770
791,732
747,696
704,661
659,628
617,596
579,566
538,537
501,510
475,485
452,461
428,438
401,418
375,398
349,381
328,365
308,351
290,338
274,327
258,318
245,310
233,304
224,300
217,297
213,296
209,297
207,299
207,303
208,309
209,316
212,325
216,335
222,348
230,362
241,377
255,394
270,413
288,433
310,455
332,479
353,504
376,531
403,559
432,589
459,620
484,653
519,688
562,724
603,761
642,800
684,840
721,882
759,925
801,970
839,1016
886,1063
941,1111
990,1161
1048,1213
1097,1265
1146,1319
1193,1374
1244,1430
1299,1487
1346,1545
1414,1605
1472,1665
1534,1727
1593,1790
1655,1854
1714,1918
1791,1984
1863,2050
1931,2118
1997,2186
2055,2255
2124,2325
2183,2396
2258,2468
2324,2540
2393,2613
2463,2686
2526,2761
2606,2835
2678,2911
2748,2987
2817,3063
2886,3140
2963,3217
3034,3294
3107,3372
3178,3451
3247,3529
3323,3608
3397,3687
3478,3766
3556,3845
3633,3925
3715,4004
3803,4084
3883,4136
3962,4215
4034,4295
4104,4374
4175,4453
4255,4533
4336,4611
4422,4690
4508,4769
4596,4847
4677,4925
4764,5002
4841,5079
4911,5156
4985,5232
5050,5307
5133,5383
5214,5457
5294,5531
5367,5604
5454,5677
5528,5749
5604,5820
5675,5891
5774,5961
5839,6029
5909,6098
5974,6165
6042,6231
6104,6296
6169,6361
6231,6424
6310,6486
6376,6548
6436,6608
6493,6667
6551,6725
6616,6782
6677,6838
6742,6892
6800,6945
6853,6997
6906,7048
6959,7098
7013,7146
7063,7192
7125,7238
7173,7282
7221,7325
7265,7366
7309,7406
7355,7444
7398,7481
7449,7516
7491,7550
7525,7583
7566,7613
7605,7643
7639,7671
7675,7697
7709,7721
7738,7744
7767,7766
7798,7786
7824,7804
7845,7821
7865,7835
7888,7849
7911,7860
7933,7870
7948,7879
7959,7886
7967,7891
7975,7894
7981,7896
7986,7896
7990,7894
7991,7891
7991,7886
7989,7879
7987,7871
7983,7861
7979,7850
7972,7837
7963,7822
7952,7805
7938,7787
7921,7767
7900,7746
7880,7723
7860,7699
7843,7673
7823,7645
7798,7616
7766,7585
7734,7553
7703,7519
7669,7484
7632,7447
7598,7409
7555,7369
7511,7328
7476,7285
7432,7241
7385,7196
7345,7149
7299,7101
7254,7052
7203,7001
7149,6949
7094,6896
7033,6842
6987,6786
6931,6729
6879,6672
6817,6612
6757,6552
6685,6491
6626,6429
6559,6366
6503,6301
6440,6236
6375,6170
6305,6103
6223,6035
6162,5966
6101,5896
6041,5826
5973,5755
5904,5683
5830,5610
5762,5537
5696,5463
5627,5388
5559,5313
5479,5238
5381,5161
5324,5085
5251,5008
5180,4930
5105,4853
5020,4775
4957,4696
4880,4617
4804,4539
4724,4459
4640,4380
4551,4301
4477,4221
4400,4142
4321,4062
4241,3983
4163,3903
4091,3824
4018,3745
3940,3665
3857,3587
3782,3508
3696,3429
3624,3351
3551,3273
3466,3196
3393,3119
3285,3042
3214,2966
3146,2890
3081,2815
3001,2741
2930,2667
2857,2593
2785,2520
2714,2448
2635,2377
2550,2307
2482,2237
2411,2168
2344,2100
2272,2032
2193,1966
2128,1901
2055,1836
1995,1773
1927,1710
1858,1649
1786,1589
1703,1529
1646,1471
1588,1414
1531,1359
1467,1304
1407,1251
1336,1199
1288,1148
1232,1098
1181,1050
1127,1003
1072,958
1010,913
956,871
904,829
851,789
811,751
770,714
726,678
683,644
637,612
596,581
555,551
516,524
487,497
463,472
441,449
415,428
388,408
361,389
338,373
317,358
299,344
281,332
266,322
251,314
238,307
228,302
220,298
215,296
211,296
208,298
207,301
207,306
208,312
209,320
213,330
218,341
226,354
236,369
248,385
262,403
279,423
299,444
321,467
342,491
365,517
388,545
417,574
446,605
471,637
500,670
540,706
584,742
622,780
662,820
703,861
740,903
780,947
819,993
859,1039
914,1087
964,1136
1019,1187
1074,1239
1121,1292
1170,1346
1216,1401
1272,1458
1320,1516
1379,1575
1442,1635
1504,1696
1564,1758
1627,1822
1681,1886
1756,1951
1824,2017
1898,2084
1963,2152
2030,2221
2090,2290
2155,2361
2223,2432
2291,2504
2359,2576
2426,2650
2495,2723
2564,2798
2641,2873
2714,2949
2783,3025
2853,3101
2925,3178
2997,3256
3072,3333
3141,3411
3211,3490
3282,3568
3355,3647
3476,3726
3555,3806
3624,3885
3693,3964
3776,4044
3854,4096
3937,4176
4005,4255
4072,4334
4147,4414
4216,4493
4302,4572
4386,4651
4468,4729
4547,4808
4637,4886
4722,4963
4802,5041
4877,5117
4951,5194
5015,5270
5097,5345
5174,5420
5255,5494
5334,5568
5405,5641
5488,5713
5568,5785
5638,5856
5707,5926
5775,5995
5841,6064
5916,6131
5985,6198
6059,6264
6127,6329
6188,6392
6264,6455
6335,6517
6404,6578
6460,6638
6521,6696
6578,6754
6647,6810
6704,6865
6772,6919
6825,6972
6880,7023
6931,7073
6988,7122
7037,7169
7098,7215
7152,7260
7197,7303
7245,7345
7286,7386
7332,7425
7377,7463
7422,7499
7472,7533
7508,7567
7545,7598
7587,7628
7623,7657
7657,7684
7694,7709
7724,7733
7752,7755
7782,7776
7812,7795
7835,7812
7856,7828
7876,7842
7900,7855
7923,7866
7942,7875
7955,7882
7964,7888
7971,7893
7978,7895
7984,7896
7989,7895
7991,7893
7991,7889
7991,7883
7988,7876
7986,7866
7982,7856
7976,7843
7968,7829
7959,7814
7946,7796
7931,7777
7911,7757
7890,7735
7870,7711
7852,7686
7833,7659
7812,7631
7783,7601
7750,7569
7720,7536
7687,7501
7650,7465
7615,7428
7573,7389
7532,7348
7494,7307
7456,7263
7407,7219
7366,7173
7323,7125
7276,7077
7230,7027
7175,6975
7125,6923
7060,6869
7011,6814
6960,6758
6906,6701
6848,6642
6788,6583
6717,6522
6655,6460
6588,6397
6530,6334
6468,6269
6408,6203
6337,6136
6269,6069
6190,6000
6134,5931
6071,5861
6008,5790
5942,5719
5862,5646
5801,5573
5726,5500
5662,5426
5593,5351
5516,5275
5442,5200
5356,5123
5290,5046
5218,4969
5142,4892
5064,4814
4992,4735
4881,4657
4804,4578
4733,4499
4656,4420
4579,4341
4501,4261
4427,4182
4352,4102
4274,4023
4192,3943
4128,3864
4051,3784
3975,3705
3896,3626
3813,3547
3733,3469
3659,3390
3585,3312
3510,3235
3435,3157
3350,3080
3284,3004
3211,2928
3137,2853
3064,2778
2983,2703
2904,2630
2833,2557
2758,2484
2681,2413
2604,2342
2517,2272
2452,2202
2382,2134
2311,2066
2241,1999
2159,1933
2093,1868
2026,1804
1961,1741
1896,1680
1820,1619
1749,1559
1671,1500
1618,1443
1558,1386
1499,1331
1436,1277
1369,1224
1312,1173
1261,1123
1206,1074
1155,1026
1097,980
1042,935
980,892
931,850
875,809
830,770
791,732
747,696
704,661
659,628
616,596
578,566
535,537
500,510
473,485
452,461
429,438
401,418
375,398
349,381
327,365
308,351
289,338
274,327
258,318
244,310
233,304
224,300
217,297
212,296
209,297
207,299
207,303
207,309
209,316
211,325
215,335
221,348
230,362
241,377
254,394
270,413
288,433
309,455
332,479
353,504
376,531
403,559
432,589
458,620
484,653
518,688
562,724
602,761
641,800
684,840
721,882
760,925
801,970
839,1016
885,1063
942,1111
990,1161
1049,1213
1098,1265
1148,1319
1194,1374
1244,1430
1298,1487
1345,1545
1413,1605
1471,1665
1534,1727
1594,1790
1655,1854
1714,1918
1791,1984
1863,2050
1931,2118
1998,2186
2057,2255
2125,2325
2183,2396
2258,2468
2323,2540
2427,2613
2496,2686
2560,2761
2629,2835
2695,2911
2760,2987
2829,3063
2899,3140
2973,3217
3042,3294
3113,3372
3182,3451
3252,3529
3326,3608
3401,3687
3481,3766
3560,3845
3635,3925
3714,4004
3803,4084
3883,4136
3959,4215
4030,4295
4104,4374
4176,4453
4258,4533
4339,4611
4422,4690
4505,4769
4592,4847
4675,4925
4763,5002
4840,5079
4910,5156
4985,5232
5052,5307
5135,5383
5217,5457
5294,5531
5366,5604
5452,5677
5527,5749
5604,5820
5677,5891
5740,5961
5813,6029
5874,6098
5954,6165
6029,6231
6091,6296
6159,6361
6220,6424
6302,6486
6372,6548
6434,6608
6492,6667
6549,6725
6613,6782
6675,6838
6740,6892
6798,6945
6853,6997
6906,7048
6959,7098
7013,7146
7064,7192
7126,7238
7174,7282
7222,7325
7265,7366
7309,7406
7355,7444
7398,7481
7449,7516
7491,7550
7526,7583
7567,7613
7606,7643
7640,7671
7676,7697
7710,7721
7739,7744
7767,7766
7798,7786
7825,7804
7846,7821
7865,7835
7887,7849
7912,7860
7934,7870
7949,7879
7960,7886
7968,7891
7975,7894
7982,7896
7987,7896
7991,7894
7992,7891
7991,7886
7990,7879
7988,7871
7984,7861
7979,7850
7972,7837
7964,7822
7953,7805
7939,7787
7921,7767
7901,7746
7880,7723
7861,7699
7843,7673
7824,7645
7799,7616
7766,7585
7734,7553
7703,7519
7669,7484
7631,7447
7597,7409
7553,7369
7511,7328
7476,7285
7433,7241
7386,7196
7346,7149
7299,7101
7254,7052
7199,7001
7148,6949
7093,6896
7032,6842
6987,6786
6932,6729
6880,6672
6818,6612
6758,6552
6684,6491
6625,6429
6558,6366
6502,6301
6438,6236
6338,6170
6269,6103
6194,6035
6146,5966
6088,5896
6029,5826
5961,5755
5887,5683
5822,5610
5755,5537
5692,5463
5623,5388
5552,5313
5474,5238
5388,5161
5323,5085
5251,5008
5179,4930
5104,4853
5021,4775
4957,4696
4880,4617
4802,4539
4722,4459
4638,4380
4551,4301
4478,4221
4402,4142
4322,4062
4241,3983
4164,3903
4093,3824
4019,3745
3938,3665
3855,3587
3780,3508
3696,3429
3624,3351
3551,3273
3473,3196
3392,3119
3317,3042
3244,2966
3175,2890
3101,2815
3019,2741
2947,2667
2868,2593
2795,2520
2723,2448
2641,2377
2556,2307
2486,2237
2415,2168
2347,2100
2275,2032
2197,1966
2130,1901
2057,1836
1996,1773
1928,1710
1857,1649
1785,1589
1703,1529
1646,1471
1587,1414
1531,1359
1467,1304
1407,1251
1336,1199
1288,1148
1232,1098
1181,1050
1126,1003
1070,958
1010,913
956,871
903,829
851,789
811,751
769,714
725,678
683,644
637,612
596,581
556,551
516,524
486,497
463,472
441,449
416,428
388,408
363,389
338,373
317,358
298,344
281,332
266,322
251,314
238,307
227,302
219,298
213,296
210,296
207,298
207,301
207,306
208,312
209,320
213,330
217,341
225,354
235,369
247,385
262,403
278,423
299,444
320,467
342,491
365,517
389,545
418,574
446,605
472,637
500,670
539,706
584,742
622,780
662,820
703,861
740,903
780,947
819,993
858,1039
914,1087
965,1136
1019,1187
1074,1239
1122,1292
1171,1346
1216,1401
1272,1458
1320,1516
1413,1575
1470,1635
1530,1696
1583,1758
1639,1822
1690,1886
1766,1951
1834,2017
1905,2084
1966,2152
2027,2221
2091,2290
2126,2361
2227,2432
2297,2504
2366,2576
2430,2650
2497,2723
2567,2798
2644,2873
2717,2949
2784,3025
2853,3101
2926,3178
2999,3256
3075,3333
3144,3411
3214,3490
3285,3568
3358,3647
3441,3726
3518,3806
3595,3885
3674,3964
3757,4044
3839,4096
3924,4176
3997,4255
4066,4334
4143,4414
4212,4493
4298,4572
4382,4651
4467,4729
4547,4808
4638,4886
4721,4963
4800,5041
4876,5117
4950,5194
5015,5270
5097,5345
5174,5420
5253,5494
5332,5568
5407,5641
5490,5713
5570,5785
5638,5856
5706,5926
5773,5995
5840,6064
5921,6131
5985,6198
6057,6264
6125,6329
6188,6392
6266,6455
6336,6517
6404,6578
6461,6638
6520,6696
6577,6754
6647,6810
6705,6865
6772,6919
6824,6972
6880,7023
6931,7073
6988,7122
7036,7169
7095,7215
7150,7260
7197,7303
7244,7345
7286,7386
7332,7425
7376,7463
7422,7499
7472,7533
7509,7567
7547,7598
7588,7628
7623,7657
7658,7684
7693,7709
7725,7733
7753,7755
7783,7776
7812,7795
7836,7812
7856,7828
7876,7842
7900,7855
7923,7866
7942,7875
7955,7882
7964,7888
7972,7893
7978,7895
7984,7896
7989,7895
7991,7893
7992,7889
7991,7883
7989,7876
7986,7866
7982,7856
7976,7843
7968,7829
7959,7814
7946,7796
7931,7777
7911,7757
7890,7735
7870,7711
7852,7686
7834,7659
7812,7631
7784,7601
7751,7569
7720,7536
7686,7501
7649,7465
7614,7428
7577,7389
7533,7348
7494,7307
7456,7263
7408,7219
7366,7173
7323,7125
7275,7077
7229,7027
7173,6975
7123,6923
7032,6869
6987,6814
6934,6758
6886,6701
6830,6642
6774,6583
6704,6522
6647,6460
6582,6397
6527,6334
6466,6269
6406,6203
6334,6136
6266,6069
6189,6000
6134,5931
6071,5861
6006,5790
5939,5719
5859,5646
5797,5573
5725,5500
5662,5426
5593,5351
5514,5275
5439,5200
5355,5123
5290,5046
5218,4969
5142,4892
5060,4814
4989,4735
4916,4657
4844,4578
4765,4499
4676,4420
4595,4341
4511,4261
4437,4182
4361,4102
4282,4023
4198,3943
4132,3864
4054,3784
3978,3705
3900,3626
3817,3547
3737,3469
3660,3390
3585,3312
3510,3235
3435,3157
3352,3080
3285,3004
3212,2928
3138,2853
3064,2778
2985,2703
2906,2630
2834,2557
2758,2484
2680,2413
2603,2342
2517,2272
2452,2202
2382,2134
2310,2066
2240,1999
2160,1933
2093,1868
2025,1804
1959,1741
1895,1680
1820,1619
1749,1559
1672,1500
1619,1443
1558,1386
1500,1331
1437,1277
1370,1224
1311,1173
1260,1123
1205,1074
1155,1026
1098,980
1043,935
981,892
931,850
875,809
829,770
789,732
746,696
704,661
659,628
616,596
577,566
535,537
500,510
473,485
452,461
429,438
402,418
375,398
349,381
327,365
307,351
288,338
273,327
258,318
244,310
233,304
224,300
217,297
212,296
208,297
207,299
207,303
208,309
209,316
211,325
215,335
221,348
229,362
240,377
254,394
269,413
287,433
310,455
332,479
353,504
376,531
402,559
445,589
471,620
498,653
533,688
574,724
609,761
646,800
687,840
722,882
761,925
802,970
839,1016
886,1063
942,1111
989,1161
1046,1213
1096,1265
1145,1319
1194,1374
1246,1430
1300,1487
1347,1545
1415,1605
1471,1665
1534,1727
1593,1790
1654,1854
1713,1918
1791,1984
1863,2050
1931,2118
1996,2186
2054,2255
2124,2325
2184,2396
2260,2468
2324,2540
2393,2613
2462,2686
2527,2761
2607,2835
2679,2911
2751,2987
2819,3063
2889,3140
2966,3217
3036,3294
3108,3372
3177,3451
3247,3529
3322,3608
3397,3687
3484,3766
3558,3845
3634,3925
3713,4004
3801,4084
3881,4136
3960,4215
4031,4295
4101,4374
4174,4453
4260,4533
4338,4611
4421,4690
4506,4769
4592,4847
4675,4925
4763,5002
4841,5079
4911,5156
4985,5232
5056,5307
5133,5383
5216,5457
5294,5531
5365,5604
5457,5677
5527,5749
5604,5820
5674,5891
5737,5961
5811,6029
5872,6098
5952,6165
6023,6231
6091,6296
6160,6361
6221,6424
6302,6486
6370,6548
6434,6608
6492,6667
6550,6725
6613,6782
6675,6838
6741,6892
6799,6945
6854,6997
6907,7048
6960,7098
7012,7146
7062,7192
7125,7238
7173,7282
7223,7325
7267,7366
7310,7406
7356,7444
7398,7481
7449,7516
7492,7550
7528,7583
7570,7613
7607,7643
7641,7671
7676,7697
7710,7721
7739,7744
7768,7766
7799,7786
7825,7804
7846,7821
7866,7835
7889,7849
7912,7860
7934,7870
7950,7879
7961,7886
7969,7891
7976,7894
7982,7896
7988,7896
7991,7894
7991,7891
7991,7886
7990,7879
7988,7871
7984,7861
7979,7850
7972,7837
7964,7822
7946,7805
7932,7787
7913,7767
7893,7746
7875,7723
7857,7699
7840,7673
7819,7645
7794,7616
7762,7585
7732,7553
7702,7519
7666,7484
7628,7447
7593,7409
7550,7369
7506,7328
7471,7285
7426,7241
7381,7196
7341,7149
7294,7101
7248,7052
7196,7001
7143,6949
7087,6896
7028,6842
6984,6786
6927,6729
6873,6672
6810,6612
6750,6552
6679,6491
6622,6429
6555,6366
6496,6301
6433,6236
6366,6170
6299,6103
6217,6035
6159,5966
6095,5896
6034,5826
5965,5755
5893,5683
5824,5610
5755,5537
5692,5463
5622,5388
5549,5313
5472,5238
5385,5161
5320,5085
5246,5008
5174,4930
5098,4853
5016,4775
4952,4696
4875,4617
4797,4539
4716,4459
4632,4380
4545,4301
4471,4221
4393,4142
4313,4062
4233,3983
4158,3903
4086,3824
4012,3745
3933,3665
3849,3587
3773,3508
3689,3429
3617,3351
3544,3273
3465,3196
3384,3119
3314,3042
3240,2966
3169,2890
3095,2815
3013,2741
2941,2667
2863,2593
2788,2520
2716,2448
2636,2377
2546,2307
2479,2237
2408,2168
2340,2100
2270,2032
2189,1966
2124,1901
2051,1836
1989,1773
1922,1710
1852,1649
1778,1589
1696,1529
1641,1471
1580,1414
1523,1359
1460,1304
1401,1251
1331,1199
1283,1148
1223,1098
1173,1050
1119,1003
1065,958
1003,913
950,871
896,829
844,789
804,751
763,714
720,678
678,644
632,612
593,581
551,551
513,524
483,497
460,472
438,449
413,428
386,408
360,389
336,373
315,358
296,344
279,332
264,322
249,314
237,307
227,302
219,298
213,296
209,296
207,298
206,301
207,306
209,312
211,320
214,330
220,341
228,354
238,369
251,385
265,403
283,423
303,444
325,467
346,491
368,517
393,545
422,574
449,605
475,637
504,670
546,706
588,742
626,780
667,820
706,861
744,903
785,947
823,993
864,1039
922,1087
970,1136
1023,1187
1076,1239
1124,1292
1174,1346
1222,1401
1282,1458
1328,1516
1390,1575
1449,1635
1511,1696
1569,1758
1631,1822
1686,1886
1763,1951
1832,2017
1905,2084
1970,2152
2032,2221
2097,2290
2159,2361
2231,2432
2297,2504
2366,2576
2432,2650
2501,2723
2574,2798
2649,2873
2723,2949
2789,3025
2859,3101
2933,3178
3005,3256
3080,3333
3148,3411
3218,3490
3291,3568
3363,3647
3447,3726
3524,3806
3602,3885
3682,3964
3766,4044
3847,4096
3931,4176
4002,4255
4071,4334
4147,4414
4216,4493
4301,4572
4387,4651
4474,4729
4554,4808
4645,4886
4730,4963
4807,5041
4882,5117
4958,5194
5021,5270
5104,5345
5181,5420
5259,5494
5338,5568
5416,5641
5496,5713
5577,5785
5647,5856
5712,5926
5782,5995
5847,6064
5922,6131
5990,6198
6063,6264
6132,6329
6194,6392
6274,6455
6343,6517
6410,6578
6468,6638
6529,6696
6586,6754
6654,6810
6712,6865
6777,6919
6829,6972
6886,7023
6936,7073
6992,7122
7040,7169
7102,7215
7156,7260
7204,7303
7250,7345
7291,7386
7337,7425
7380,7463
7427,7499
7477,7533
7513,7567
7550,7598
7592,7628
7627,7657
7662,7684
7697,7709
7728,7733
7756,7755
7787,7776
7816,7795
7839,7812
7858,7828
7880,7842
7903,7855
7927,7866
7945,7875
7962,7882
7969,7888
7976,7893
7982,7895
7987,7896
7990,7895
7991,7893
7991,7889
7990,7883
7988,7876
7984,7866
7979,7856
7973,7843
7965,7829
7955,7814
7942,7796
7926,7777
7907,7757
7886,7735
7867,7711
